81	2.286333	0.064222	9.572	12.138	21.71	2.590778	0	0	0
82	2.255778	0.080556	9.539	14.209	23.748	2.626	0	0	0
83	2.276222	0.067222	9.015	12.469	21.484	2.677889	0	0	0
84	2.306889	0.070111	8.778	10.75	19.528	2.771556	0	0	0
85	2.391556	0.092444	8.697	11.437	20.134	2.741333	0	0	0
86	2.375556	0.062889	8.695	11.464	20.159	2.781556	0	0	0
87	2.404	0.066889	9.343	10.666	20.009	2.794444	0	0	0
88	2.436778	0.067889	9.739	12.429	22.168	2.810333	0	0	0
89	2.444222	0.064667	9.616	11.802	21.418	2.842222	0.505	0	0.505
90	2.509889	0.071667	9.054	11.651	20.705	2.826333	0	0	0
91	2.5	0.063778	9.604	11.948	21.552	2.940444	0	0	0
92	2.615	0.064778	0	0	0	2.955111	0	0	0
93	2.756444	0.069444	9.438	14.417	23.855	3.005333	0	0	0
94	2.613889	0.070111	9.631	12.855	22.486	3.048778	0	0	0
95	2.622111	0.062889	9.708	13.416	23.124	3.039333	0	0	0
96	2.665222	0.066889	10.086	13.387	23.473	3.073333	0	0	0
97	2.764889	0.064222	9.854	12.87	22.724	3.154	0	0	0
98	2.697889	0.063111	9.945	12.792	22.737	3.139556	0	0	0
99	2.740444	0.066	10.453	13.004	23.457	3.113778	0	0	0
100	2.754889	0.071	10.257	14.32	24.577	3.304333	0	0	0
