Start
start function: timeCostMap [20151022_131319] 
1,112.333,0,0,0
2,190.556,0,0,0
3,197.556,0,0,0
4,228.444,0,0,0
5,257.778,0,0,0
6,314.556,0,0,0
7,327.222,0,0,0
8,358.889,0,0,0
9,417.111,0,0,0
10,420.778,0,0,0
11,472.444,0,0,0
12,483.889,0,0,0
13,556.444,0,0,0
14,568.778,0,0,0
15,591.778,0,0,0
16,610.889,0,0,0
17,643.889,0,0,0
18,664.000,0,0,0
19,684.444,0,0,0
20,788.222,0,0,0
21,794.000,0,0,0
22,811.556,0,0,0
23,816.333,0,0,0
24,879.333,0,0,0
25,888.111,0,0,0
26,904.778,0,0,0
27,950.333,0,0,0
28,984.333,0,0,0
29,1032.333,0,0,0
30,1056.222,0,0,0
31,1101.000,0,0,0
32,1139.444,0,0,0
33,1199.333,0,0,0
34,1146.333,0,0,0
35,1172.333,0,0,0
36,1231.556,0,0,0
37,1264.444,0,0,0
38,1299.000,0,0,0
39,1303.222,0,0,0
40,1368.778,0,0,0
41,1364.222,0,0,0
42,1433.111,0,0,0
43,1470.333,0,0,0
44,1567.667,674,0,674
45,1611.000,0,0,0
46,1625.000,0,0,0
47,1635.111,0,0,0
48,1659.778,0,0,0
49,1650.778,0,0,0
50,1713.889,0,0,0
51,1778.889,0,0,0
52,1751.556,0,0,0
53,1817.778,0,0,0
54,1793.556,0,0,0
55,1868.111,0,0,0
56,1982.000,0,0,0
57,1884.667,0,0,0
58,2087.000,0,0,0
59,1963.444,0,0,0
60,1928.444,0,0,0
61,1993.222,0,0,0
62,2074.667,0,0,0
63,2094.111,0,0,0
64,2136.444,0,0,0
65,2171.000,0,0,0
66,2160.333,0,0,0
67,2150.444,0,0,0
68,2258.333,0,0,0
69,2198.333,0,0,0
70,2248.444,0,0,0
71,2286.222,0,0,0
72,2303.222,0,0,0
73,2372.667,0,0,0
74,2365.556,0,0,0
75,2373.333,0,0,0
76,2432.222,0,0,0
77,2469.556,0,0,0
78,2517.444,0,0,0
79,2507.556,0,0,0
80,2621.778,0,0,0
81,2590.778,0,0,0
82,2626.000,0,0,0
83,2677.889,0,0,0
84,2771.556,0,0,0
85,2741.333,0,0,0
86,2781.556,0,0,0
87,2794.444,0,0,0
88,2810.333,0,0,0
89,2842.222,505,0,505
90,2826.333,0,0,0
91,2940.444,0,0,0
92,2955.111,0,0,0
93,3005.333,0,0,0
94,3048.778,0,0,0
95,3039.333,0,0,0
96,3073.333,0,0,0
97,3154.000,0,0,0
98,3139.556,0,0,0
99,3113.778,0,0,0
100,3304.333,0,0,0
Execution time: 00h:27m:54s:738ms
Execution time (ms): 1674738
End function: timeCostMap
End
