Start
start function: timeNetworkMap [20151016_140139] 
1,0.000
2,0.111
3,0.111
4,0.111
5,0.111
6,0.222
7,0.222
8,0.222
9,0.222
10,0.333
11,0.333
12,0.333
13,0.333
14,0.444
15,0.444
16,0.444
17,0.556
18,0.556
19,0.556
20,0.556
21,0.556
22,0.556
23,0.667
24,0.667
25,0.667
26,0.778
27,0.778
28,0.778
29,0.889
30,0.778
31,0.889
32,0.889
33,0.889
34,1.000
35,1.000
36,1.000
37,1.000
38,1.111
39,1.111
40,1.111
41,1.111
42,1.111
43,1.222
44,1.222
45,1.222
46,1.222
47,1.333
48,1.333
49,1.444
50,1.333
51,1.444
52,1.444
53,1.444
54,1.444
55,1.444
56,1.556
57,1.556
58,1.667
59,1.556
60,1.667
61,1.667
62,1.667
63,1.778
64,1.778
65,1.778
66,1.889
67,1.778
68,1.778
69,1.889
70,1.889
71,2.000
72,2.000
73,2.000
74,2.000
75,2.000
76,2.000
77,2.111
78,2.222
79,2.222
80,2.222
81,2.222
82,2.333
83,2.222
84,2.333
85,2.444
86,2.444
87,2.333
88,2.333
89,2.444
90,2.444
91,2.444
92,2.556
93,2.556
94,2.556
95,2.667
96,2.556
97,2.667
98,2.667
99,2.667
100,2.667
Execution time: 00h:22m:27s:121ms
Execution time (ms): 1347121
End function: timeNetworkMap
End
