Start
start function: timeCostMap [20151019_111740] 
1,56.556,112,147,259
2,70.556,210,326,536
3,88.333,332,386,718
4,63.222,419,1247,1666
5,66.667,532,628,1160
6,67.111,676,736,1412
7,64.667,735,800,1535
8,71.333,969,1848,2817
9,65.444,1259,1155,2414
10,64.444,1047,1276,2323
11,68.111,1461,1553,3014
12,67.556,1293,2425,3718
13,63.667,1598,1832,3430
14,72.222,1573,1843,3416
15,62.333,1684,1991,3675
16,60.889,1949,2185,4134
17,64.222,2027,2668,4695
18,65.000,1992,2325,4317
19,64.556,2165,2392,4557
20,59.222,2642,2659,5301
21,65.333,2177,3518,5695
22,64.333,2382,2746,5128
23,61.000,2524,2883,5407
24,65.111,2727,3447,6174
25,58.556,2762,3290,6052
26,60.556,3121,4017,7138
27,63.889,3111,3484,6595
28,73.333,3042,5720,8762
29,110.000,3048,5652,8700
30,99.444,3216,4020,7236
31,117.778,3201,5185,8386
32,68.333,3898,4831,8729
33,68.222,3371,4755,8126
34,118.889,3568,5512,9080
35,61.556,3866,5209,9075
36,66.556,3836,4653,8489
37,61.556,4168,5437,9605
38,68.778,4595,5074,9669
39,66.778,4031,5555,9586
40,65.444,4212,8099,12311
41,65.333,4366,5772,10138
42,66.000,4344,6149,10493
43,61.889,4432,5396,9828
44,64.333,4606,6377,10983
45,130.556,4674,5626,10300
46,64.444,5139,5669,10808
47,68.556,4883,5713,10596
48,66.889,5299,6574,11873
49,66.111,5380,7829,13209
50,60.000,5259,9370,14629
51,63.889,5593,6728,12321
52,70.000,5479,7162,12641
53,68.222,5376,7725,13101
54,70.778,5557,8107,13664
55,62.556,5648,6992,12640
56,67.889,5827,7582,13409
57,65.889,5755,9490,15245
58,66.000,6085,7637,13722
59,64.222,5960,7412,13372
60,64.000,6150,9648,15798
61,67.556,6368,9746,16114
62,70.222,0,0,0
63,71.222,6857,8501,15358
64,68.333,6679,10144,16823
65,67.556,6535,8892,15427
66,60.222,7358,9188,16546
67,64.556,7241,9592,16833
68,63.222,6927,8356,15283
69,67.778,7181,9172,16353
70,75.667,7756,12703,20459
71,71.000,8414,12777,21191
72,104.000,8260,11164,19424
73,83.000,8591,10591,19182
74,65.000,8783,11440,20223
75,65.667,9393,12534,21927
76,59.444,9181,12069,21250
77,66.000,9748,14701,24449
78,67.667,9270,11669,20939
79,66.222,9376,11411,20787
80,68.111,9574,13310,22884
81,64.222,9572,12138,21710
82,80.556,9539,14209,23748
83,67.222,9015,12469,21484
84,70.111,8778,10750,19528
85,92.444,8697,11437,20134
86,62.889,8695,11464,20159
87,66.889,9343,10666,20009
88,67.889,9739,12429,22168
89,64.667,9616,11802,21418
90,71.667,9054,11651,20705
91,63.778,9604,11948,21552
92,64.778,0,0,0
93,69.444,9438,14417,23855
94,70.111,9631,12855,22486
95,62.889,9708,13416,23124
96,66.889,10086,13387,23473
97,64.222,9854,12870,22724
98,63.111,9945,12792,22737
99,66.000,10453,13004,23457
100,71.000,10257,14320,24577
Execution time: 00h:30m:46s:537ms
Execution time (ms): 1846537
End function: timeCostMap
End
